Action,Time,ISIN,Ticker,Name,No. of shares,Price / share,Currency (Price / share),Exchange rate,Result,Currency (Result),Total,Currency (Total),Withholding tax,Currency (Withholding tax),Stamp duty reserve tax,Currency (Stamp duty reserve tax),Finra fee,Notes,ID,Currency conversion fee,Currency (Currency conversion fee),Currency (Finra fee)
Market buy,2021-03-08 14:31:53,CA0636711016,BMO,Bank of Montreal,0.016069,86.09,USD,1.38338,,GBP,1,GBP,,,,,,,EOF1152852534,,,
Market buy,2021-03-08 14:31:53,US9311421039,WMT,Walmart,0.0107107,129.16,USD,1.38339,,GBP,1,GBP,,,,,,,EOF1152852530,,,
Market buy,2021-03-08 14:31:53,CA0641491075,BNS,Bank of Nova Scotia,0.022501,61.48,USD,1.38336,,GBP,1,GBP,,,,,,,EOF1152852518,,,
Market buy,2021-03-08 14:31:53,US0010551028,AFL,Aflac,0.02741,50.47,USD,1.38338,,GBP,1,GBP,,,,,,,EOF1152852524,,,
Market buy,2021-03-08 14:31:53,US4781601046,JNJ,Johnson & Johnson,0.0088283,156.7,USD,1.38339,,GBP,1,GBP,,,,,,,EOF1152852483,,,
Market buy,2021-03-08 14:31:53,CH0044328745,CB,Chubb,0.0080355,172.16,USD,1.38339,,GBP,1,GBP,,,,,,,EOF1152852567,,,
Market buy,2021-03-08 14:31:53,US56035L1044,MAIN,Main Street Capital,0.03748,36.91,USD,1.38338,,GBP,1,GBP,,,,,,,EOF1152852575,,,
Market buy,2021-03-08 14:31:53,US8243481061,SHW,Sherwin-Williams,0.0020352,679.72,USD,1.38336,,GBP,1,GBP,,,,,,,EOF1152852571,,,
Market buy,2021-03-08 14:31:53,IE00BTN1Y115,MDT,Medtronic,0.0116959,118.28,USD,1.38339,,GBP,1,GBP,,,,,,,EOF1152852563,,,
Market buy,2021-03-08 14:31:53,US92826C8394,V,Visa,0.0063839,216.7,USD,1.38339,,GBP,1,GBP,,,,,,,EOF1152852554,,,
Market buy,2021-03-08 14:31:53,US1912161007,KO,Coca-Cola,0.026867,51.49,USD,1.38338,,GBP,1,GBP,,,,,,,EOF1152852369,,,
Market buy,2021-03-08 14:31:53,US7427181091,PG,Procter & Gamble,0.0109802,125.99,USD,1.38339,,GBP,1,GBP,,,,,,,EOF1152852471,,,
Market buy,2021-03-08 14:31:53,CA7800871021,RY,Royal Bank of Canada,0.015526,89.1,USD,1.38336,,GBP,1,GBP,,,,,,,EOF1152852465,,,
Market buy,2021-03-08 14:31:53,US5801351017,MCD,McDonald's,0.006657,207.81,USD,1.38339,,GBP,1,GBP,,,,,,,EOF1152852447,,,
Market buy,2021-03-08 14:31:53,US3695501086,GD,General Dynamics,0.0080617,171.6,USD,1.38338,,GBP,1,GBP,,,,,,,EOF1152852425,,,
Market buy,2021-03-08 14:31:53,US9024941034,TSN,Tyson Foods,0.018816,73.52,USD,1.38335,,GBP,1,GBP,,,,,,,EOF1152852435,,,
Market buy,2021-03-08 14:31:53,US7134481081,PEP,PepsiCo,0.0103726,133.37,USD,1.38339,,GBP,1,GBP,,,,,,,EOF1152852352,,,
Market buy,2021-03-08 14:31:54,US26441C2044,DUK,Duke Energy,0.015589,88.74,USD,1.38336,,GBP,1,GBP,,,,,,,EOF1152852658,,,
Market buy,2021-03-08 14:31:54,US8718291078,SYY,Sysco,0.01677,82.49,USD,1.38335,,GBP,1,GBP,,,,,,,EOF1152852671,,,
Market buy,2021-03-08 14:31:54,CA82028K2002,SJR,Shaw Communications,0.073978,18.7,USD,1.38338,,GBP,1,GBP,,,,,,,EOF1152852667,,,
Market buy,2021-03-08 14:31:54,US8552441094,SBUX,Starbucks,0.0131865,104.91,USD,1.38339,,GBP,1,GBP,,,,,,,EOF1152852638,,,
Market buy,2021-03-08 14:31:54,US46625H1005,JPM,JPMorgan Chase & Co,0.0091049,151.94,USD,1.38339,,GBP,1,GBP,,,,,,,EOF1152852588,,,
Market buy,2021-03-08 14:31:55,US8621211007,STOR,STORE Capital,0.042658,32.43,USD,1.38339,,GBP,1,GBP,,,,,,,EOF1152852724,,,
Market buy,2021-03-08 14:31:55,US3546131018,BEN,Franklin Resources,0.051754,26.73,USD,1.38338,,GBP,1,GBP,,,,,,,EOF1152852695,,,
Market buy,2021-03-08 14:31:55,US5486611073,LOW,Lowe's,0.0086284,160.33,USD,1.38339,,GBP,1,GBP,,,,,,,EOF1152852702,,,
Market buy,2021-03-08 14:31:55,US85254J1025,STAG,STAG Industrial,0.042763,32.35,USD,1.38338,,GBP,1,GBP,,,,,,,EOF1152852681,,,
Market buy,2021-03-08 14:31:55,US0530151036,ADP,Automatic Data Processing,0.0077471,178.57,USD,1.38339,,GBP,1,GBP,,,,,,,EOF1152852689,,,
Market buy,2021-03-08 14:31:56,US1941621039,CL,Colgate-Palmolive,0.018272,75.71,USD,1.38337,,GBP,1,GBP,,,,,,,EOF1152852793,,,
Market buy,2021-03-08 14:31:56,US0394831020,ADM,Archer-Daniels-Midland,0.023996,57.65,USD,1.38336,,GBP,1,GBP,,,,,,,EOF1152852786,,,
Market buy,2021-03-08 14:31:56,US4523081093,ITW,Illinois Tool Works,0.0065319,211.79,USD,1.38339,,GBP,1,GBP,,,,,,,EOF1152852762,,,
Market buy,2021-03-08 14:31:58,US7181721090,PM,Philip Morris International,0.016041,86.24,USD,1.38337,,GBP,1,GBP,,,,,,,EOF1152852841,,,
Market buy,2021-03-08 14:31:58,US74144T1088,TROW,T Rowe Price,0.007962,173.75,USD,1.38339,,GBP,1,GBP,,,,,,,EOF1152852837,,,
Market buy,2021-03-08 14:31:59,US00287Y1091,ABBV,AbbVie,0.0129507,106.82,USD,1.38339,,GBP,1,GBP,,,,,,,EOF1152852864,,,
Market buy,2021-03-08 14:32:00,US5021751020,LTC,LTC Properties,0.032565,42.48,USD,1.38336,,GBP,1,GBP,,,,,,,EOF1152852888,,,
Market buy,2021-03-08 14:32:01,US2788651006,ECL,Ecolab,0.00657,210.56,USD,1.38337,,GBP,1,GBP,,,,,,,EOF1152852920,,,
Market buy,2021-03-08 14:32:01,US6935061076,PPG,PPG Industries,0.0096552,143.28,USD,1.38339,,GBP,1,GBP,,,,,,,EOF1152852910,,,
Market buy,2021-03-08 14:32:04,US14149Y1082,CAH,Cardinal Health,0.025599,54.04,USD,1.38336,,GBP,1,GBP,,,,,,,EOF1152853529,,,
Market buy,2021-03-08 14:32:05,US2910111044,EMR,Emerson Electric,0.015071,91.79,USD,1.38336,,GBP,1,GBP,,,,,,,EOF1152853612,,,
Market buy,2021-03-08 14:32:08,US88579Y1010,MMM,3M,0.0076329,181.24,USD,1.38338,,GBP,1,GBP,,,,,,,EOF1152853823,,,
Market buy,2021-03-08 14:32:09,US4943681035,KMB,Kimberly-Clark,0.0105458,131.18,USD,1.38339,,GBP,1,GBP,,,,,,,EOF1152854032,,,
Market buy,2021-03-08 14:32:16,US3848021040,GWW,WW Grainger,0.0034541,400.5,USD,1.38336,,GBP,1,GBP,,,,,,,EOF1152854324,,,
Market buy,2021-03-08 15:36:06,US9042141039,UMPQ,Umpqua,2,18.47,USD,1.383,,GBP,26.71,GBP,,,,,,,EOF1154370701,,,
Market buy,2021-03-08 15:37:37,US3202091092,FFBC,First Financial Bancorp,1,24.86,USD,1.38264,,GBP,17.98,GBP,,,,,,,EOF1154371569,,,
Market buy,2021-03-08 15:38:45,US05990K1060,BANC,Banc of California,2,20.15,USD,1.38203,,GBP,29.16,GBP,,,,,,,EOF1154372436,,,
Market buy,2021-03-08 15:40:45,US0942351083,BLMN,Bloomin' Brands,1,27.84,USD,1.38232,,GBP,20.14,GBP,,,,,,,EOF1154373644,,,
Market buy,2021-03-08 16:06:04,US5663301068,MCS,Marcus,2,22.36,USD,1.38152,,GBP,32.37,GBP,,,,,,,EOF1155489707,,,
Market buy,2021-03-08 16:12:15,US76156B1070,RVLV,Revolve,1,46.11,USD,1.38095,,GBP,33.39,GBP,,,,,,,EOF1155492794,,,
Market buy,2021-03-08 16:13:13,US0303711081,AVD,American Vanguard,2,21.05,USD,1.38123,,GBP,30.48,GBP,,,,,,,EOF1155493342,,,
Market buy,2021-03-08 16:42:16,US23204G1004,CUBI,Customers Bancorp,1,29.43,USD,1.38169,,GBP,21.3,GBP,,,,,,,EOF1155508662,,,
Market buy,2021-03-08 18:04:15,US9107101027,ACIC,American Coastal Insurance,5,7.48,USD,1.38364,,GBP,27.03,GBP,,,,,,,EOF1156789607,,,
Market buy,2021-03-09 15:18:08,US0953061068,BLBD,Blue Bird,1,27.91,USD,1.39063,,GBP,20.07,GBP,,,,,,,EOF1160516795,,,
Market sell,2021-03-09 17:03:54,US0942351083,BLMN,Bloomin' Brands,1,26.35,USD,1.38903,-1.17,GBP,18.97,GBP,,,,,,,EOF1161369927,,,
Market buy,2021-03-09 17:32:55,US25401T6038,DBRG,DigitalBridge,6,6.59,USD,1.38883,,GBP,28.47,GBP,,,,,,,EOF1161378108,,,
Market buy,2021-03-09 17:43:25,US6496048405,NYMT,New York Mortgage Trust,10,4.4,USD,1.38888,,GBP,31.68,GBP,,,,,,,EOF1161381382,,,
Market buy,2021-03-09 18:02:19,US7194051022,PLAB,Photronics,3,12.1,USD,1.3892,,GBP,26.13,GBP,,,,,,,EOF1162689001,,,
Market sell,2021-03-09 18:30:35,US9107101027,ACIC,American Coastal Insurance,5,7.42,USD,1.38951,-0.33,GBP,26.7,GBP,,,,,0,,EOF1162700317,,,GBP
Market buy,2021-03-09 19:21:38,US55616P1049,M,Macy's,2,17.21,USD,1.38902,,GBP,24.78,GBP,,,,,,,EOF1162717462,,,
Market buy,2021-03-09 20:13:06,US6945521002,PMBC,Pacific Mercantile Bancorp,4,8.01,USD,1.39002,,GBP,23.05,GBP,,,,,,,EOF1162730902,,,
Market sell,2021-03-10 14:31:29,US0953061068,BLBD,Blue Bird,1,26.05,USD,1.39304,-1.37,GBP,18.7,GBP,,,,,,,EOF1164695853,,,
Market buy,2021-03-10 14:32:53,US92766K4031,SPCE,Virgin Galactic,1,33.25,USD,1.39179,,GBP,23.89,GBP,,,,,,,EOF1164698043,,,
Market sell,2021-03-10 14:48:41,US0303711081,AVD,American Vanguard,2,20.98,USD,1.39216,-0.34,GBP,30.14,GBP,,,,,0,,EOF1164721739,,,GBP
Market buy,2021-03-10 15:00:45,US81727U1051,SENS,Senseonics,10,3.37,USD,1.39083,,GBP,24.23,GBP,,,,,,,EOF1167135634,,,
Market sell,2021-03-10 15:21:38,US76156B1070,RVLV,Revolve,1,47.06,USD,1.39025,0.46,GBP,33.85,GBP,,,,,,,EOF1167151672,,,